id,abime,cannabidiol,cannabigerol,cannabinol,cbd,cbn,couleur,couleur_exterieur,couleur_exterieur_1,couleur_interieur,delta9_tetrahydrocannabinol,description_de_l_objet,epaisseur,etiquette,forme,hauteur,largeur,logo,longueur,masse,nom_de_logo,numero_echantillon,ovule,presentation,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,visqueux
700,,,,,1,1,,,,,30,,25.8,Non,,,45.7,Oui,88.3,95.95,SH,20_066126,,Plaquette,,,1,0.8,Cannabis,
701,,,,,,,,,,,16,,,,,,,Non,,,,20_66116,,Sommités,,,,,Cannabis,
702,,,,,,,,,,,16,,,,,,,Non,,,,20_066118,,Sommités,,,,,Cannabis,
706,,,,,1,1,,,,,37,,,,,,,Non,,,,U-1,,Morceaux,,,2,0,Cannabis,
707,,,,,1,1,,,,,37,,,,,,,Non,,,,U-2,,Morceaux,,,2,0,Cannabis,
708,,,,,1,1,,,,,37,,,,,,,Non,,,,U-3,,Morceaux,,,2,0,Cannabis,
715,,,,,1,1,,,,,20.4,,,,,,,Non,,,,Echantillon 2,,Sommités,,,0,0,Cannabis,
716,,,,,1,1,,,,,20.4,,,,,,,Non,,,,Echantillon 5,,Sommités,,,0,0,Cannabis,
717,,,,,1,1,,,,,20.4,,,,,,,Non,,,,Echantillon 8,,Sommités,,,0,0,Cannabis,
718,,,,,1,1,,,,,14.2,,,,,,,Non,,,,LIPS 1,,Débris végétaux,,,0,0,Cannabis,
719,,,,,1,1,,,,,14.2,,,,,,,Non,,,,LIPS 3,,Débris végétaux,,,0,0,Cannabis,
720,,,,,1,1,,,,,10.4,,,,,,,Non,,,,LIPS 5,,Sommités,,,0,0,Cannabis,
726,,,,,,1,,,,,13.4,,,,,,,Non,,,,1R,,Sommités,,,,0,Cannabis,
727,,,,,,1,,,,,10.4,,,,,,,Non,,,,1T,,Sommités,,,,0,Cannabis,
728,,,,,,1,,,,,12.1,,,,,,,Non,,,,2L,,Débris végétaux,,,,0,Cannabis,
729,,,,,,1,,,,,16.7,,,,,,,Non,,,,2M,,Débris végétaux,,,,0,Cannabis,
730,,,,,1,1,,,,,30.3,,,,,,,Non,,2.4,,8K,,Morceaux,,,1.5,1.5,Cannabis,
742,,,,,1,1,,,,,19.2,,32,Oui,,,51,Oui,94,100.9,4,4,,Plaquette,,,0,0,Cannabis,
743,,,,,1,1,,,,,27.5,,27,Oui,,,50,Oui,107,97.5,CUPRA,S,,Plaquette,,,0,0,Cannabis,
744,,,,,1,1,,,,,28.9,,28,Oui,,,55,Oui,105,99.4,AMNESIA + sommité,1-1,,Plaquette,,,1.3,1,Cannabis,
745,,,,,1,1,,,,,28.9,,28,Oui,,,55,Oui,105,99.4,AMNESIA + sommité,1-2,,Plaquette,,,1.3,1,Cannabis,
746,,,,,1,1,,,,,28.9,,28,Oui,,,55,Oui,105,99.4,AMNESIA + sommité,A,,Plaquette,,,1.3,1,Cannabis,
758,,,,,1,1,,,,,16,,,,,,,Non,,,,SAC UN N°74,,Sommités,,,0,0,Cannabis,
759,,,,,1,1,,,,,16,,,,,,,Non,,,,CARTON DEUX N°153,,Sommités,,,0,0,Cannabis,
760,,,,,1,1,,,,,16,,,,,,,Non,,,,SAC ONZE N°12,,Sommités,,,0,0,Cannabis,
785,,,,,1,1,,,,,29,,,,,,,Non,,,,R,,Morceaux,,,1,0,Cannabis,
786,,,,,,,,,,,16,,,,,,,Non,,,,H,,Sommités,,,,,Cannabis,
797,,,,,1,1,,,,,30.7,,25,Oui,,,58,Oui,101,99,BLUE DREAM,1,,Plaquette,,,1.6,0,Cannabis,
798,,,,,1,,,,,,0,,,,,,,Non,,11.3,,A1,,Morceaux,,,16.9,,Cannabis,
799,,,,,1,,,,,,0,,,,,,,Non,,11.3,,A2,,Morceaux,,,16.9,,Cannabis,
800,,,,,1,,,,,,0,,,,,,,Non,,11.3,,A3,,Morceaux,,,16.9,,Cannabis,
821,,,,,1,1,,,,,32,,,,,,,Non,,1.8,,11,,Morceaux,,,1.3,1.6,Cannabis,
858,,,,,1,,,,,,0,,,,,,,Non,,,,12,,Sommités,,,16.2,,Cannabis,
860,,,,,1,,,,,,0,,,,,,,Non,,,,PINEAPPLE,,Sommités,,,6.7,,Cannabis,
861,,,,,1,,,,,,0,,,,,,,Non,,,,BERRY CREAM,,Sommités,,,12.9,,Cannabis,
862,,,,,1,,,,,,0,,,,,,,Non,,,,THERAPIE,,,,,11,,Cannabis,
863,,,,,1,1,,,,,0,,,,,,,Non,,,,CANNATONIC,,Sommités,,,12.2,0,Cannabis,
864,,,,,1,,,,,,0,,,,,,,Non,,,,TROPICAL,,Sommités,,,13.9,,Cannabis,
865,,,,,1,,,,,,0,,,,,,,Non,,,,MAGNUM,,Sommités,,,9.2,,Cannabis,
866,,,,,1,1,,,,,0,,,,,,,Non,,,,DIAMOND,,Sommités,,,10.7,0,Cannabis,
867,,,,,1,,,,,,0,,,,,,,Non,,,,LEMON SKUNK,,Sommités,,,7.5,,Cannabis,
868,,,,,1,1,,,,,0,,,,,,,Non,,,,MOON ROCK,,Sommités,,,4.4,0,Cannabis,
869,,,,,1,,,,,,,,,,,,,Non,,5.2,,R1,,Morceaux,,,5.1,,Cannabis,
870,,,,,1,,,,,,,,,,,,,Non,,5.2,,R2,,Morceaux,,,5.1,,Cannabis,
871,,,,,1,,,,,,,,,,,,,Non,,5.2,,R3,,Morceaux,,,5.1,,Cannabis,
872,,,,,1,,,,,,,,,,,,,Non,,5.2,,R4,,Morceaux,,,5.1,,Cannabis,
873,,,,,1,,,,,,,,,,,,,Non,,5.2,,R5,,Morceaux,,,5.1,,Cannabis,
874,,,,,1,1,,,,,0,,,,,,,Non,,1.1,,Charas,,Morceaux,,,4,0,Cannabis,
875,,,,,1,1,,,,,19.3,,,,,,,Non,,,,Sachet 1,,Sommités,,,0,0,Cannabis,
876,,,,,1,1,,,,,19.3,,,,,,,Non,,,,Sachet 7,,Sommités,,,0,0,Cannabis,
877,,,,,1,1,,,,,19.3,,,,,,,Non,,,,Sachet 12,,Sommités,,,0,0,Cannabis,
918,,,,,1,1,,,,,31.1,,,,,,,Non,,,,1-1,,Morceaux,,,1.9,0,Cannabis,
919,,,,,1,1,,,,,31.1,,,,,,,Non,,,,1-2,,Morceaux,,,1.9,0,Cannabis,
920,,,,,1,1,,,,,31.1,,,,,,,Non,,,,1-3,,Morceaux,,,1.9,0,Cannabis,
921,,,,,1,,,,,,0.5,,,,,,,Non,,,,3-1,,Sommités,,,14.7,,Cannabis,
922,,,,,1,,,,,,0.5,,,,,,,Non,,,,3-2,,Sommités,,,14.7,,Cannabis,
923,,,,,1,,,,,,0.5,,,,,,,Non,,,,3-3,,Sommités,,,14.7,,Cannabis,
924,,,,,1,,,,,,0.5,,,,,,,Non,,,,3-4,,Sommités,,,14.7,,Cannabis,
925,,,,,1,,,,,,0.5,,,,,,,Non,,,,3-5,,Sommités,,,14.7,,Cannabis,
931,,,,,1,1,,,,,14.5,,18,,,,66,Non,96,91.5,,1-1,,Plaquette,,,1.9,6.4,Cannabis,
932,,,,,1,1,,,,,14.5,,18,,,,66,Non,96,91.5,,1-2,,Plaquette,,,1.9,6.4,Cannabis,
933,,,,,1,1,,,,,14.5,,18,,,,66,Non,96,91.5,,1-3,,Plaquette,,,1.9,6.4,Cannabis,
940,,,,,1,1,,,,,9.2,,28,,,,54,Non,86,96.7,,E1,,Plaquette,,,4.6,7.9,Cannabis,
941,,,,,1,1,,,,,9.2,,28,,,,54,Non,86,96.7,,E2,,Plaquette,,,4.6,7.9,Cannabis,
942,,,,,1,1,,,,,1.1,,22,,,,59,Non,88,95.3,,S,,Plaquette,,,3.7,11.9,Cannabis,
943,,,,,1,1,,,,,12.3,,29,,,,52,Non,90,98,,R1,,Plaquette,,,4.3,6.5,Cannabis,
944,,,,,,1,,,,,13.5,,,,,,,Non,,,,01,,Sommités,,,,0,Cannabis,
945,,,,,,1,,,,,13.5,,,,,,,Non,,,,03,,Sommités,,,,0,Cannabis,
946,,,,,,,,,,,15.3,,,,,,,Non,,,,02,,Sommités,,,,,Cannabis,
947,,,,,,1,,,,,18.7,,,,,,,Non,,,,04,,Sommités,,,,0,Cannabis,
948,,,,,,1,,,,,18.7,,,,,,,Non,,,,05,,Sommités,,,,0,Cannabis,
949,,,,,1,1,,,,,31.6,,,,,,,Non,,47.4,,R2,,Morceaux,,,1.4,1,Cannabis,
950,,,,,1,1,,,,,24.5,,,,,,,Non,,58.9,,R3,,Morceaux,,,1.6,1,Cannabis,
951,,,,,1,1,,,,,23.9,,,,,,,Non,,9.3,,R1,,Morceaux,,,1.4,1.2,Cannabis,
952,,,,,1,1,,,,,16.4,,,,,,,Non,,,,H1,,Sommités,,,0,0,Cannabis,
953,,,,,1,1,,,,,16.4,,,,,,,Non,,,,H2,,Sommités,,,0,0,Cannabis,
954,,,,,1,1,,,,,16.4,,,,,,,Non,,,,H3,,Sommités,,,0,0,Cannabis,
955,,,,,1,1,,,,,0,,,,,,,Non,,,,1,,Sommités,,,8,0,Cannabis,
956,,,,,1,1,,,,,0,,,,,,,Non,,,,2,,Sommités,,,8,0,Cannabis,
957,,,,,1,1,,,,,0,,,,,,,Non,,,,3,,Sommités,,,8,0,Cannabis,
958,,,,,1,1,,,,,0,,,,,,,Non,,,,4,,Sommités,,,8,0,Cannabis,
965,,,,,1,1,,,,,27.1,,26,Oui,,,55,Oui,101,98,NICOLE feuille de cannabis,E,,Plaquette,,,2,1,Cannabis,
966,,,,,,,,,,,7.4,,,,,,,Non,,,,5,,Sommités,,,,,Cannabis,
967,,,,,1,1,,,,,33.4,,28,Oui,,,49,Oui,83,97.8,WIFI,1,,Plaquette,,,1.6,0,Cannabis,
968,,,,,1,1,,,,,36.1,,28,Oui,,,51,Oui,115,99.7,SAMSUNG,2,,Plaquette,,,1.1,0,Cannabis,
969,,,,,1,1,,,,,33.3,,29,Oui,,,51,Oui,94,97.1,inwi,3,,Plaquette,,,1.5,0,Cannabis,
970,,,,,1,1,,,,,36.7,,28,Oui,,,49,Oui,86,95.5,LOGO,4,,Plaquette,,,1.3,0,Cannabis,
1011,,,,,1,1,,,,,13.9,,,,,,,Non,,,,1/10/A,,Sommités,,,2.1,0,Cannabis,
1012,,,,,1,1,,,,,5.1,,,,,,,Non,,,,2/13/A,,Sommités,,,6.1,0,Cannabis,
1013,,,,,1,1,,,,,18,,,,,,,Non,,,,3/5/A,,Sommités,,,0,0,Cannabis,
1014,,,,,1,1,,,,,0.9,,,,,,,Non,,,,1/13/B,,Sommités,,,12.8,0,Cannabis,
1015,,,,,1,1,,,,,20.9,,,,,,,Non,,,,2/14/B,,Sommités,,,0,0,Cannabis,
1016,,,,,1,1,,,,,12.8,,,,,,,Non,,,,4/5/B,,Sommités,,,0,0,Cannabis,
1017,,,,,1,1,,,,,36.1,,29.5,Oui,,,50.5,Oui,87,98,OFAST,P1,,Plaquette,,,1.5,0,Cannabis,
1018,,,,,1,1,,,,,36.1,,29.5,Oui,,,50.5,Oui,87,98,OFAST,P2,,Plaquette,,,1.5,0,Cannabis,
1019,,,,,1,1,,,,,36.1,,29.5,Oui,,,50.5,Oui,87,98,OFAST,P3,,Plaquette,,,1.5,0,Cannabis,
1020,,,,,1,1,,,,,36.1,,29.5,Oui,,,50.5,Oui,87,98,OFAST,P1,,Plaquette,,,1.5,0,Cannabis,
1021,,,,,1,1,,,,,36.1,,29.5,Oui,,,50.5,Oui,87,98,OFAST,P2,,Plaquette,,,1.5,0,Cannabis,
1022,,,,,1,1,,,,,36.1,,29.5,Oui,,,50.5,Oui,87,98,OFAST,P3,,Plaquette,,,1.5,0,Cannabis,
1023,,,,,1,1,,,,,34.7,,28,Oui,,,48,Oui,81,98,BENTLEY,P1,,Plaquette,,,1.5,0,Cannabis,
1024,,,,,1,1,,,,,34.7,,28,Oui,,,48,Oui,81,98,BENTLEY,P2,,Plaquette,,,1.5,0,Cannabis,
1025,,,,,1,1,,,,,34.7,,28,Oui,,,48,Oui,81,98,BENTLEY,P3,,Plaquette,,,1.5,0,Cannabis,
1026,,,,,1,1,,,,,35.7,,,,,,,Non,,0.13,,5,,Morceaux,,,1.7,1.6,Cannabis,
1040,,,,,,1,,,,,16.6,,,,,,,Non,,,,D1,,Sommités,,,,0,Cannabis,
1041,,,,,1,1,,,,,26.2,,,,,,,Non,,7.8,,D2,,Morceaux,,,2,1.2,Cannabis,
1042,,,,,1,1,,,,,29.2,,,,,,,Non,,2.3,,R,,Morceaux,,,1.2,1,Cannabis,
1043,,,,,1,1,,,,,15.3,,,,,,,Non,,,,H,,Sommités,,,0,1,Cannabis,
1044,,,,,,1,,,,,13.5,,,,,,,Non,,,,02,,Sommités,,,,0,Cannabis,
1046,,,,,1,1,,,,,3.8,,,,,,,Non,,2.7,,41-1,,Morceaux,,,4.8,5.2,Cannabis,
1047,,,,,,1,,,,,11.9,,,,,,,Non,,,,41-4,,Sommités,,,,0,Cannabis,
1048,,,,,1,,,,,,0,,,,,,,Non,,,,61,,Sommités,,,9.8,,Cannabis,
1050,,,,,1,1,,,,,38,,16,,,,59,Non,,40.8,,KH4,,Plaquette,,,0,0,Cannabis,
1053,,,,,1,,,,,,0,,,,,,,Non,,3.86,,20_066157_156,,Morceaux,,,0.5,,Cannabis,
1059,,,,,1,1,,,,,26.3,,,,,,,Non,,2.4,,13,,Morceaux,,,1.6,1.2,Cannabis,
1065,,,,,,,,,,,13,,,,,,,Non,,,,6,,Sommités,,,,,Cannabis,
1066,,,,,,,,,,,13,,,,,,,Non,,,,8,,Sommités,,,,,Cannabis,
1067,,,,,,,,,,,13,,,,,,,Non,,,,10,,Sommités,,,,,Cannabis,
1068,,,,,,,,,,,13,,,,,,,Non,,,,12,,Sommités,,,,,Cannabis,
1096,,,,,,,,,,,0,,,,,,,Non,,,,1,,Plantes,,,,,Cannabis,
1097,,,,,,,,,,,0,,,,,,,Non,,,,2,,Plantes,,,,,Cannabis,
1100,,,,,,,,,,,1.7,,,,,,,Non,,,,3,,Plantes,,,,,Cannabis,
1122,,,,,,1,,,,,5.4,,,,,,,Non,,,,01,,Plantes,,,,0,Cannabis,
1123,,,,,,1,,,,,5.4,,,,,,,Non,,,,03,,Plantes,,,,0,Cannabis,
1124,,,,,,,,,,,9.6,,,,,,,Non,,,,02,,Plantes,,,,,Cannabis,
1125,,,,,,,,,,,2.4,,,,,,,Non,,,,02,,Plantes,,,,,Cannabis,
1155,,,,,,,,,,,7.3,,,,,,,Non,,,,3,,Sommités,,,,,Cannabis,
1178,,,,,1,1,,,,,26,,,,,,,Non,,5.6,,2,,Morceaux,,,2.9,3.4,Cannabis,
1179,,,,,1,1,,,,,26,,,,,,,Non,,5.6,,3,,Morceaux,,,2.9,3.4,Cannabis,
1180,,,,,1,1,,,,,26,,,,,,,Non,,5.6,,5,,Morceaux,,,2.9,3.4,Cannabis,
1188,,,,,,1,,,,,17.7,,,,,,,Non,,,,6-1,,Sommités,,,,0,Cannabis,
1189,,,,,,1,,,,,13,,,,,,,Non,,,,6-2,,Sommités,,,,0,Cannabis,
1190,,,,,,1,,,,,13,,,,,,,Non,,,,6-3,,Sommités,,,,0,Cannabis,
1191,,,,,,1,,,,,3.9,,,,,,,Non,,,,7-1,,Sommités,,,,0,Cannabis,
1192,,,,,,1,,,,,3.9,,,,,,,Non,,,,7-2,,Sommités,,,,0,Cannabis,
1193,,,,,,1,,,,,3.9,,,,,,,Non,,,,7-3,,Sommités,,,,0,Cannabis,
1202,,,,,1,1,,,,,24.1,,22,Oui,,,54,Oui,102,98.5,GT 63 S ,D8,,Plaquette,,,1.2,0,Cannabis,
1203,,,,,1,1,,,,,24.3,,23,Oui,,,54,Oui,103,100.3,Bart  Les Simpson,D11,,Plaquette,,,2.2,1.3,Cannabis,
1204,,,,,1,1,,,,,26.7,,,,,,,Non,,1.8,,1,,Morceaux,,,2,1.2,Cannabis,
1205,,,,,1,1,,,,,30.7,,,,,,,Non,,2.7,,2,,Morceaux,,,1.8,0,Cannabis,
1206,,,,,1,1,,,,,26.3,,,,,,,Non,,2.8,,B1-1,,Morceaux,,,2.1,1.1,Cannabis,
1207,,,,,1,1,,,,,26.2,,,,,,,Non,,8.2,,B1-2,,Morceaux,,,2.1,1.1,Cannabis,
1208,,,,,1,1,,,,,25,,,,,,,Non,,7.1,,B1-3,,Morceaux,,,1.2,0,Cannabis,
1218,,,,,,,,,,,13.7,,,,,,,Non,,,,1,,Sommités,,,,,Cannabis,
1219,,,,,1,,,,,,0,,,,,,,Non,,,,B1,,Sommités,,,10.2,,Cannabis,
1220,,,,,1,,,,,,0,,,,,,,Non,,,,B2,,Sommités,,,10.2,,Cannabis,
1221,,,,,1,,,,,,0,,26,Oui,,,52,Oui,107,101.4,KUSH ROLEX,E1,,Plaquette,,,12.9,,Cannabis,
1222,,,,,1,1,,,,,33.2,,23,Oui,,,62,Oui,98,98.4,BANANA et sommité,E2,,Plaquette,,,1.6,0,Cannabis,
1223,,,,,1,1,,,,,28.9,,,,,,,Non,,1.6,,2,,Morceaux,,,1.8,1.2,Cannabis,
1224,,,,,1,1,,,,,28.9,,,,,,,Non,,1.6,,5,,Morceaux,,,1.8,1.2,Cannabis,
1225,,,,,1,,,,,,0,,,,,,,Non,,,,4,,Sommités,,,12.3,,Cannabis,
1239,,,,,1,1,,,,,33,,,,,,,Non,,0.42,,20_066178,,Morceaux,,,0,0,Cannabis,
1249,,,,,1,1,,,,,33.3,,21,Oui,,,55,Oui,110,95.9,GORILLA GLUE,2,,Plaquette,,,1.9,1.2,Cannabis,
1250,,,,,1,1,,,,,33.3,,21,Oui,,,55,Oui,110,95.9,GORILLA GLUE,3,,Plaquette,,,1.9,1.2,Cannabis,
1259,,,,,1,1,,,,,34.5,,,,,,,Non,,4.3,,1,,Morceaux,,,1.4,1.1,Cannabis,
1261,,,,,1,1,,,,,29.8,,25,Oui,,,50,Oui,81,94.4,NIKOL HAZ,2,,Plaquette,,,2.3,1.7,Cannabis,
1262,,,,,1,1,,,,,27.5,,,,,,,Non,,4.4,,12,,Morceaux,,,1.9,1.2,Cannabis,
1263,,,,,1,1,,,,,27.5,,,,,,,Non,,4.4,,14,,Morceaux,,,1.9,1.2,Cannabis,
1264,,,,,1,1,,,,,27.5,,,,,,,Non,,4.4,,17,,Morceaux,,,1.9,1.2,Cannabis,
1265,,,,,1,1,,,,,15.3,,,,,,,Non,,,,H1,,Sommités,,,0,1,Cannabis,
1266,,,,,1,1,,,,,15.3,,,,,,,Non,,,,H2,,Sommités,,,0,1,Cannabis,
1267,,,,,1,1,,,,,1.2,,,,,,,Non,,51.5,,R1,,Morceaux,,,1,1,Cannabis,
1268,,,,,1,1,,,,,1.2,,,,,,,Non,,51.5,,R2,,Morceaux,,,1,1,Cannabis,
1269,,,,,1,1,,,,,1.2,,,,,,,Non,,51.5,,R1,,Morceaux,,,1,1,Cannabis,
1270,,,,,1,1,,,,,1.2,,,,,,,Non,,51.5,,R2,,Morceaux,,,1,1,Cannabis,
1284,,,,,1,1,,,,,31,,23.2,Oui,,,54.4,Oui,102,98.8,los pollos herbanos,03/TOX,,Plaquette,,,2.4,1,Cannabis,
1285,,,,,1,1,,,,,29,,25.1,Oui,,,50.9,Oui,100,94.6,tête de mort feuille de cannabis,18,,Plaquette,,,1.1,1,Cannabis,
1286,,,,,1,1,,,,,21.2,,25,Oui,,,57,Oui,101,98.7,mayweather,1,,Plaquette,,,2,1.2,Cannabis,
1287,,,,,1,1,,,,,21.1,,,,,,,Non,,1.5,,1,,Morceaux,,,2,1.2,Cannabis,
1309,,,,,1,1,,,,,26.1,,30,,,,56,Non,89,96.9,,D19,,Plaquette,,,2.1,3.2,Cannabis,
1310,,,,,1,1,,,,,26.1,,30,,,,56,Non,89,96.9,,D20,,Plaquette,,,2.1,3.2,Cannabis,
1311,,,,,1,1,,,,,26.1,,30,,,,56,Non,89,96.9,,D23,,Plaquette,,,2.1,3.2,Cannabis,
1312,,,,,1,1,,,,,26.1,,30,,,,56,Non,89,96.9,,5,,Plaquette,,,2.1,3.2,Cannabis,
1313,,,,,1,1,,,,,10.6,,22,Oui,,,62,Oui,114,95.2,GLOCK 17,D11-1,,Plaquette,,,0,4,Cannabis,
1314,,,,,1,1,,,,,10.6,,22,Oui,,,62,Oui,114,95.2,GLOCK 17,D11-2,,Plaquette,,,0,4,Cannabis,
1315,,,,,1,1,,,,,10.6,,22,Oui,,,62,Oui,114,95.2,GLOCK 17,D11-3,,Plaquette,,,0,4,Cannabis,
1316,,,,,1,1,,,,,32,,24,Oui,,,50,Oui,103,95.6,AMNESIA HAZE sommité,D22-1,,Plaquette,,,0,4,Cannabis,
1317,,,,,1,1,,,,,32,,24,Oui,,,50,Oui,103,95.6,AMNESIA HAZE sommité,D22-2,,Plaquette,,,0,4,Cannabis,
1318,,,,,1,1,,,,,32,,24,Oui,,,50,Oui,103,95.6,AMNESIA HAZE sommité,D22-3,,Plaquette,,,0,4,Cannabis,
1324,,,,,1,1,,,,,24,,,,,,,Non,,5.1,,D6,,Autre,,,1.8,4.8,Cannabis,
1325,,,,,1,1,,,,,24,,,,,,,Non,,5.1,,D9,,Autre,,,1.8,4.8,Cannabis,
1326,,,,,1,1,,,,,24,,,,,,,Non,,5.1,,D12,,Autre,,,1.8,4.8,Cannabis,
1327,,,,,1,1,,,,,25.9,,,,,,,Non,,5.7,,D7,,Autre,,,2.2,3.3,Cannabis,
1328,,,,,1,1,,,,,25.9,,,,,,,Non,,5.7,,D14,,Autre,,,2.2,3.3,Cannabis,
1329,,,,,1,1,,,,,24.9,,,,,,,Non,,22.8,,D8,,Autre,,,2.4,3.4,Cannabis,
1330,,,,,1,1,,,,,24.9,,,,,,,Non,,22.8,,D13,,Autre,,,2.4,3.4,Cannabis,
1331,,,,,1,1,,,,,24.9,,,,,,,Non,,22.8,,D17,,Autre,,,2.4,3.4,Cannabis,
1332,,,,,1,1,,,,,24.9,,,,,,,Non,,22.8,,4,,Autre,,,2.4,3.4,Cannabis,
1333,,,,,1,1,,,,,11.1,,,,,,,Non,,4.7,,D15-1,,Autre,,,0,4,Cannabis,
1334,,,,,,1,,,,,18,,,,,,,Non,,5.7,,D15-2,,Autre,,,,6.4,Cannabis,
1335,,,,,1,1,,,,,11,,,,,,,Non,,5.5,,D15-3,,Autre,,,0,3.8,Cannabis,
1336,,,,,1,1,,,,,24.3,,,,,,,Non,,2.4,,D16-1,,Autre,,,2.2,4.1,Cannabis,
1337,,,,,1,1,,,,,27.5,,,,,,,Non,,3.6,,D16-2,,Autre,,,2.1,4.3,Cannabis,
1338,,,,,1,1,,,,,32.7,,,,,,,Non,,3.2,,6-1,,Autre,,,0,4.2,Cannabis,
1339,,,,,1,1,,,,,18.5,,,,,,,Non,,11.2,,D10,,Morceaux,,,3.1,5.1,Cannabis,
1340,,,,,1,1,,,,,12.2,,,,,,,Non,,11.7,,2-1,,Morceaux,,,1,2.8,Cannabis,
1341,,,,,1,1,,,,,25.8,,,,,,,Non,,7,,3,,Morceaux,,,2.3,3.4,Cannabis,
1342,,,,,,1,,,,,12.9,,,,,,,Non,,,,D2,,Sommités,,,,0,Cannabis,
1343,,,,,,1,,,,,12.9,,,,,,,Non,,,,D4,,Sommités,,,,0,Cannabis,
1344,,,,,,1,,,,,12.9,,,,,,,Non,,,,1,,Sommités,,,,0,Cannabis,
1345,,,,,,1,,,,,12.9,,,,,,,Non,,,,2-2,,Sommités,,,,0,Cannabis,
1346,,,,,,1,,,,,12.9,,,,,,,Non,,,,6-2,,Sommités,,,,0,Cannabis,
1347,,,,,1,1,,,,,28.4,,,,,,,Non,,0.57,,W1,,Morceaux,,,1.9,0,Cannabis,
1348,,,,,1,1,,,,,28.4,,,,,,,Non,,0.57,,O1,,Morceaux,,,1.9,0,Cannabis,
1349,,,,,1,1,,,,,28.4,,,,,,,Non,,0.57,,O2,,Morceaux,,,1.9,0,Cannabis,
1350,,,,,1,1,,,,,21.2,,28,Oui,,,57,Oui,96,98.7,mayweather,4,,Plaquette,,,2,1.2,Cannabis,
1351,,,,,1,1,,,,,39,,,,,,,Non,,5,,1-2,,Morceaux,,,0,0,Cannabis,
1352,,,,,1,1,,,,,24,,,,,,,Non,,5.2,,1-1,,Morceaux,,,1,0,Cannabis,
1353,,,,,,,,,,,17,,,,,,,Non,,,,1-2,,Sommités,,,,,Cannabis,
1354,,,,,,,,,,,17,,,,,,,Non,,,,1-1,,Sommités,,,,,Cannabis,
1363,,,,,1,1,,,,,20,,28.2,Oui,,,46.5,Oui,87.9,97.44,NIKE,20_066197,,Plaquette,,,1,1,Cannabis,
1364,,,,,1,1,,,,,26.2,,25,Oui,,,55,Oui,108,95.7,special forces,04,,Plaquette,,,2.2,2.5,Cannabis,
1365,,,,,1,1,,,,,26.2,,25,Oui,,,55,Oui,108,95.7,special forces,05,,Plaquette,,,2.2,2.5,Cannabis,
1366,,,,,1,1,,,,,30.1,,22,Oui,,,48,Oui,,75.8,SHIT,06,,Plaquette,,,1.4,3.3,Cannabis,
1367,,,,,,1,,,,,13.7,,,,,,,Non,,,,13,,Sommités,,,,0,Cannabis,
1368,,,,,1,,,,,,0,,23,Oui,,,52,Oui,104,96.5,ROLLS ROYCE,2-1,,Plaquette,,,15.8,,Cannabis,
1369,,,,,1,,,,,,0,,23,Oui,,,52,Oui,104,96.5,ROLLS ROYCE,2-2,,Plaquette,,,15.8,,Cannabis,
1370,,,,,1,,,,,,0,,23,Oui,,,52,Oui,104,96.5,ROLLS ROYCE,2-3,,Plaquette,,,15.8,,Cannabis,
1373,,,,,1,1,,,,,26.4,,30,Oui,,,50,Oui,90,99.6,Tête de mort qui fume,5,,Plaquette,,,2.2,1.4,Cannabis,
1374,,,,,1,1,,,,,24,,22.9,Oui,,,62.5,Oui,107.7,97.5,Lemon Gold + feuille,20_0662211,,Plaquette,,,2,2,Cannabis,
1375,,,,,1,1,,,,,24,,22.9,Oui,,,62.5,Oui,107.7,97.5,Lemon Gold + feuille,20_0662221,,Plaquette,,,2,2,Cannabis,
1436,,,,,1,1,,,,,14.2,,,,,,,Non,,,,H1,,Sommités,,,0,0,Cannabis,
1437,,,,,1,1,,,,,14.2,,,,,,,Non,,,,H2,,Sommités,,,0,0,Cannabis,
1438,,,,,1,1,,,,,14.2,,,,,,,Non,,,,H3,,Sommités,,,0,0,Cannabis,
1439,,,,,1,1,,,,,18.7,,,,,,,Non,,,,S un,,Sommités,,,0,0,Cannabis,
1440,,,,,1,1,,,,,18.7,,,,,,,Non,,,,S deux,,Sommités,,,0,0,Cannabis,
1441,,,,,1,1,,,,,18.7,,,,,,,Non,,,,S trois,,Sommités,,,0,0,Cannabis,
1442,,,,,1,1,,,,,31.9,,,,,,,Non,,1.3,,R un,,Morceaux,,,0,0,Cannabis,
1443,,,,,1,1,,,,,32.3,,,,,,,Non,,39.9,,R deux,,Morceaux,,,1.9,0,Cannabis,
1444,,,,,1,1,,,,,32.3,,,,,,,Non,,39.9,,R1 P1,,Morceaux,,,1.9,0,Cannabis,
1445,,,,,1,1,,,,,32.3,,,,,,,Non,,39.9,,R1 P2,,Morceaux,,,1.9,0,Cannabis,
1446,,,,,1,1,,,,,25.4,,,,,,,Non,,35.1,,R1 P3,,Morceaux,,,2.3,2.1,Cannabis,
1447,,,,,1,1,,,,,31.9,,,,,,,Non,,42.1,,R2,,Morceaux,,,1.7,1.9,Cannabis,
1471,,,,,,1,,,,,18.6,,,,,,,Non,,,,1-1,,Sommités,,,,0,Cannabis,
1501,,,,,1,,,,,,0,,,,,,,Non,,,,1-1,,Sommités,,,3,,Cannabis,
1502,,,,,1,,,,,,0,,,,,,,Non,,,,1-2,,Sommités,,,3,,Cannabis,
